,locus_tag,name,location,old_locus_tag,product,note,start,end
1147,ECB_RS05840,lpoB,[1177206:1177848](+),ECB_01101,penicillin-binding protein activator LpoB,Derived by automated computational analysis using gene prediction method: Protein Homology.,1177206,1177848
1148,ECB_RS05845,thiK,[1177828:1178653](+),ECB_01102,thiamine kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1177828,1178653
1149,ECB_RS05850,nagZ,[1178663:1179689](+),ECB_01103,beta-N-acetylhexosaminidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1178663,1179689
1150,ECB_RS05855,,[1179711:1180254](+),ECB_01104,alpha/beta hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1179711,1180254
1151,ECB_RS05860,,[1180661:1181966](+),ECB_01105,NAD(P)/FAD-dependent oxidoreductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1180661,1181966
1152,ECB_RS05865,,[1182192:1182732](+),ECB_01106,glycine zipper 2TM domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1182192,1182732
1153,ECB_RS05870,comR,[1182793:1183426](-),ECB_01107,TetR family copper-responsive transcriptional repressor ComR,Derived by automated computational analysis using gene prediction method: Protein Homology.,1183426,1182793
1154,ECB_RS05875,bhsA,[1183666:1183924](+),ECB_01108,multiple stress resistance protein BhsA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1183666,1183924
1155,ECB_RS05880,ldtC,[1184006:1184966](-),ECB_01109,"L,D-transpeptidase LdtC",Derived by automated computational analysis using gene prediction method: Protein Homology.,1184966,1184006
1156,ECB_RS05885,,[1185112:1188559](-),ECB_01110,transcription-repair coupling factor,Derived by automated computational analysis using gene prediction method: Protein Homology.,1188559,1185112
1157,ECB_RS05890,,[1188686:1189760](-),ECB_01111,acyltransferase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1189760,1188686
1158,ECB_RS05895,lolC,[1190021:1191221](+),ECB_01112,lipoprotein-releasing ABC transporter permease subunit LolC,Derived by automated computational analysis using gene prediction method: Protein Homology.,1190021,1191221
1159,ECB_RS05900,lolD,[1191213:1191915](+),ECB_01113,lipoprotein-releasing ABC transporter ATP-binding protein LolD,Derived by automated computational analysis using gene prediction method: Protein Homology.,1191213,1191915
1160,ECB_RS05905,lolE,[1191914:1193159](+),ECB_01114,lipoprotein-releasing ABC transporter permease subunit LolE,Derived by automated computational analysis using gene prediction method: Protein Homology.,1191914,1193159
1161,ECB_RS05910,,[1193187:>1193616](+),,ROK family protein,incomplete; partial in the middle of a contig; missing C-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,1193187,1193616
1162,ECB_RS05915,,[1193669:1194367](+),ECB_01117,IS1-like element IS1A family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1193669,1194367
1163,ECB_RS05920,,[<1194381:1194876](+),,ROK family protein,incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,1194381,1194876
1164,ECB_RS05925,cobB,[1194891:1195731](+),ECB_01118,NAD-dependent protein deacylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1194891,1195731
1165,ECB_RS05930,,[1195849:1196638](-),ECB_01119,membrane protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1196638,1195849
1166,ECB_RS05935,,[1196634:1197095](-),ECB_01120,DUF3592 domain-containing protein,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1197095,1196634
1167,ECB_RS05940,potD,[1197152:1198199](-),ECB_01121,spermidine/putrescine ABC transporter substrate-binding protein PotD,Derived by automated computational analysis using gene prediction method: Protein Homology.,1198199,1197152
1168,ECB_RS05945,potC,[1198195:1198990](-),ECB_01122,spermidine/putrescine ABC transporter permease PotC,Derived by automated computational analysis using gene prediction method: Protein Homology.,1198990,1198195
1169,ECB_RS05950,potB,[1198986:1199844](-),ECB_01123,spermidine/putrescine ABC transporter permease PotB,Derived by automated computational analysis using gene prediction method: Protein Homology.,1199844,1198986
1170,ECB_RS05955,potA,[1199827:1200964](-),ECB_01124,spermidine/putrescine ABC transporter ATP-binding protein PotA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1200964,1199827
1171,ECB_RS05965,pepT,[1201213:1202440](+),ECB_01125,peptidase T,Derived by automated computational analysis using gene prediction method: Protein Homology.,1201213,1202440
1172,ECB_RS05970,,[1202488:1203610](-),ECB_01126,cupin domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1203610,1202488
1173,ECB_RS05975,phoQ,[1203685:1205146](-),ECB_01127,two-component system sensor histidine kinase PhoQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,1205146,1203685
1174,ECB_RS05980,phoP,[1205145:1205817](-),ECB_01128,two-component system response regulator PhoP,Derived by automated computational analysis using gene prediction method: Protein Homology.,1205817,1205145
1175,ECB_RS05985,purB,[1205984:1207355](-),ECB_01129,adenylosuccinate lyase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1207355,1205984
1176,ECB_RS05990,hflD,[1207358:1208000](-),ECB_01130,high frequency lysogenization protein HflD,Derived by automated computational analysis using gene prediction method: Protein Homology.,1208000,1207358
1177,ECB_RS05995,mnmA,[1208035:1209142](-),ECB_01131,tRNA 2-thiouridine(34) synthase MnmA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1209142,1208035
1178,ECB_RS06000,nudJ,[1209195:1209657](-),ECB_01132,phosphatase NudJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,1209657,1209195
1179,ECB_RS06005,rluE,[1209666:1210320](-),ECB_01133,23S rRNA pseudouridine(2457) synthase RluE,Derived by automated computational analysis using gene prediction method: Protein Homology.,1210320,1209666
1180,ECB_RS06010,,[1210491:1211742](+),ECB_01134,NADP-dependent isocitrate dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1210491,1211742
1181,ECB_RS06015,iraM,[1211844:1212168](-),ECB_01135,anti-adapter protein IraM,Derived by automated computational analysis using gene prediction method: Protein Homology.,1212168,1211844
1182,ECB_RS25390,,[1212700:1212811](-),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1212811,1212700
1183,ECB_RS06025,,[1212863:1213268](-),ECB_01136,DUF1398 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1213268,1212863
1184,ECB_RS06030,,[1213488:1214220](-),ECB_01137,MerR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,1214220,1213488
1185,ECB_RS06035,bluF,[1214424:1215636](-),ECB_01138,blue light-responsive regulator BluF,Derived by automated computational analysis using gene prediction method: Protein Homology.,1215636,1214424
1186,ECB_RS06040,,[1215949:1216186](+),ECB_01139,two-component-system connector protein YcgZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,1215949,1216186
1187,ECB_RS06045,,[1216228:1216501](+),ECB_01140,two-component-system connector protein YmgA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1216228,1216501
1188,ECB_RS06050,ariR,[1216529:1216796](+),ECB_01141,biofilm/acid-resistance regulator AriR,Derived by automated computational analysis using gene prediction method: Protein Homology.,1216529,1216796
1189,ECB_RS06055,,[1216908:1217157](+),ECB_01142,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1216908,1217157
1190,ECB_RS06060,,[1217488:1219012](+),ECB_01143,cyclic diguanylate phosphodiesterase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1217488,1219012
1191,ECB_RS06065,,[1219143:1219362](+),ECB_01144,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1219143,1219362
1192,ECB_RS23435,,[1219761:1221282](+),,autotransporter outer membrane beta-barrel domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1219761,1221282
1193,ECB_RS23440,,[1221294:1222383](+),,autotransporter outer membrane beta-barrel domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1221294,1222383
1194,ECB_RS06085,,[1222465:1222795](-),ECB_01146,YmgD family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1222795,1222465
1195,ECB_RS06090,,[1222804:1223149](-),,glycine zipper family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1223149,1222804
1196,ECB_RS06095,,[1223150:1223324](-),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1223324,1223150
1197,ECB_RS23445,,[1223424:1223610](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1223424,1223610
1198,ECB_RS25395,,[1223570:1223690](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1223570,1223690
1199,ECB_RS24925,,[<1223724:1224068](+),,autotransporter outer membrane beta-barrel domain-containing protein,frameshifted; incomplete; partial in the middle of a contig; missing N-terminus; Derived by automated computational analysis using gene prediction method: Protein Homology.,1223724,1224068
1200,ECB_RS06105,minE,[1224439:1224706](-),ECB_01149,cell division topological specificity factor MinE,Derived by automated computational analysis using gene prediction method: Protein Homology.,1224706,1224439
1201,ECB_RS06110,minD,[1224709:1225522](-),ECB_01150,septum site-determining protein MinD,Derived by automated computational analysis using gene prediction method: Protein Homology.,1225522,1224709
1202,ECB_RS06115,minC,[1225545:1226241](-),ECB_01151,septum site-determining protein MinC,Derived by automated computational analysis using gene prediction method: Protein Homology.,1226241,1225545
1203,ECB_RS06120,,[1226760:1227129](+),ECB_01152,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1226760,1227129
1204,ECB_RS06125,,[1227231:1227633](-),ECB_01153,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1227633,1227231
1205,ECB_RS06130,,[1227874:1228168](+),ECB_01154,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1227874,1228168
1206,ECB_RS06135,,[1228239:1228899](+),ECB_01155,fumarylacetoacetate hydrolase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1228239,1228899
1207,ECB_RS06140,,[1228975:1229437](+),ECB_01156,YcgN family cysteine cluster protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1228975,1229437
1208,ECB_RS24930,hlyE,[1229643:1230544](-),ECB_01157,hemolysin HlyE,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,1230544,1229643
1209,ECB_RS06155,umuD,[1230916:1231336](+),ECB_01158,translesion error-prone DNA polymerase V autoproteolytic subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,1230916,1231336
1210,ECB_RS06160,umuC,[1231335:1232604](+),ECB_01159,translesion error-prone DNA polymerase V subunit UmuC,Derived by automated computational analysis using gene prediction method: Protein Homology.,1231335,1232604
1211,ECB_RS06165,dsbB,[1232649:1233180](-),ECB_01160,disulfide bond formation protein DsbB,Derived by automated computational analysis using gene prediction method: Protein Homology.,1233180,1232649
