,UNIQUE-ID,NAME,PRODUCT-NAME,SWISS-PROT-ID,REPLICON,START-BASE,END-BASE,SYNONYMS,SYNONYMS.1,SYNONYMS.2,SYNONYMS.3,GENE-CLASS,GENE-CLASS.1,GENE-CLASS.2,GENE-CLASS.3,ACCESSION-1,TRANSCRIPTION-DIRECTION,locus_tag,name,location,old_locus_tag,product,note,start,end,distance,overlap,ecocyc_gene_len,NCBI_gene_len
3897,GCQD-3497,yhgA,predicted transposase,C6UG11,CHROMOSOME-1,3471832,3472710,,,,,,,,,ECB_03263,+,ECB_RS17260,rpnA,[3471831:3472710](+),ECB_03263,recombination-promoting nuclease RpnA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3471831,3472710,1,878,878,879
3810,GCQD-3728,rpmB,50S ribosomal protein L28,C6UHF3,CHROMOSOME-1,3750029,3749793,,,,,UNCLASSIFIED,,,,ECB_03494,-,ECB_RS18495,rpmB,[3749792:3750029](-),ECB_03494,50S ribosomal protein L28,Derived by automated computational analysis using gene prediction method: Protein Homology.,3750029,3749792,1,236,236,237
3811,GCQD-3092,hybF,protein involved with the maturation of hydrogenases 1 and 2,C6UDR3,CHROMOSOME-1,3074405,3074064,,,,,UNCLASSIFIED,,,,ECB_02867,-,ECB_RS15140,hypA,[3074063:3074405](-),ECB_02867,hydrogenase maturation nickel metallochaperone HypA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3074405,3074063,1,341,341,342
3813,GCQD-3735,yicC,conserved protein,C6UHG0,CHROMOSOME-1,3755032,3755895,,,,,,,,,ECB_03501,+,ECB_RS18530,,[3755031:3755895](+),ECB_03501,YicC family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3755031,3755895,1,863,863,864
3814,GCQD-1537,ydfQ-1,putative lysozyme,C6UH07,CHROMOSOME-1,1417530,1418063,,,,,UNCLASSIFIED,,,,ECB_01337,+,ECB_RS07105,,[1417529:1418063](+),ECB_01337,lysozyme,Derived by automated computational analysis using gene prediction method: Protein Homology.,1417529,1418063,1,533,533,534
3815,GCQD-3912,wzyE,predicted Wzy protein involved in ECA polysaccharide chain elongation,C6UIA8,CHROMOSOME-1,3940401,3941753,wecF,rffT,,,UNCLASSIFIED,,,,ECB_03672,+,ECB_RS19425,wzyE,[3940400:3941753](+),ECB_03672,O-antigen assembly polymerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3940400,3941753,1,1352,1352,1353
3816,GCQD-372,yaeB,conserved protein,C6UMF6,CHROMOSOME-1,222434,221727,tsaA,,,,,,,,ECB_00194,-,ECB_RS01005,tsaA,[221726:222434](-),ECB_00194,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,Derived by automated computational analysis using gene prediction method: Protein Homology.,222434,221726,1,707,707,708
3818,GCQD-492,mhpE,4-hydroxy-2-ketovalerate aldolase,C6UB36,CHROMOSOME-1,346424,347437,,,,,UNCLASSIFIED,,,,ECB_00306,+,ECB_RS01615,dmpG,[346423:347437](+),ECB_00306,4-hydroxy-2-oxovalerate aldolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,346423,347437,1,1013,1013,1014
3819,GCQD-1769,pntB,"pyridine nucleotide transhydrogenase, &beta; subunit",C6UIE2,CHROMOSOME-1,1653555,1652167,,,,,UNCLASSIFIED,,,,ECB_01571,-,ECB_RS08300,pntB,[1652166:1653555](-),ECB_01571,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,Derived by automated computational analysis using gene prediction method: Protein Homology.,1653555,1652166,1,1388,1388,1389
3820,GCQD-370,yaeF,predicted lipoprotein,C6UMF4,CHROMOSOME-1,219845,219021,yaeK,,,,,,,,ECB_00192,-,ECB_RS00995,,[219020:219845](-),ECB_00192,YaeF family permuted papain-like enzyme,Derived by automated computational analysis using gene prediction method: Protein Homology.,219845,219020,1,824,824,825
3822,GCQD-977,dps,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,C6UDX5,CHROMOSOME-1,841536,841033,pexB,vtm,,,UNCLASSIFIED,,,,ECB_00779,-,ECB_RS04155,,[841032:841536](-),ECB_00779,DNA starvation/stationary phase protection protein Dps,Derived by automated computational analysis using gene prediction method: Protein Homology.,841536,841032,1,503,503,504
3823,GCQD-4341,ECB_04076,3-ketoacyl-(acyl-carrier-protein) reductase,C6UKY6,CHROMOSOME-1,4412233,4411442,,,,,UNCLASSIFIED,,,,ECB_04076,-,ECB_RS21695,,[4411441:4412233](-),ECB_04076,3-ketoacyl-ACP reductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4412233,4411441,1,791,791,792
3824,GCQD-3693,yibL,conserved protein,C6UHB8,CHROMOSOME-1,3711358,3711720,,,,,,,,,ECB_03458,+,ECB_RS18315,,[3711357:3711720](+),ECB_03458,YibL family ribosome-associated protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3711357,3711720,1,362,362,363
3825,GCQD-3692,yibT,predicted protein,,CHROMOSOME-1,3711073,3710864,,,,,,,,,ECB_03457,-,ECB_RS18310,,[3710863:3711073](-),ECB_03457,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3711073,3710863,1,209,209,210
3787,GCQD-3933,uvrD,ATP dependent DNA helicase II,C6UIQ8,CHROMOSOME-1,3959820,3961982,uvr502,srjC,uvrE,dar-2,UNCLASSIFIED,,,,ECB_03689,+,ECB_RS19525,uvrD,[3959819:3961982](+),ECB_03689,DNA helicase II,Derived by automated computational analysis using gene prediction method: Protein Homology.,3959819,3961982,1,2162,2162,2163
3786,GCQD-4183,pspG,phage shock protein G,C6UJS4,CHROMOSOME-1,4241772,4242014,yjbO,,,,UNCLASSIFIED,,,,ECB_03922,+,ECB_RS20865,pspG,[4241771:4242014](+),ECB_03922,envelope stress response protein PspG,Derived by automated computational analysis using gene prediction method: Protein Homology.,4241771,4242014,1,242,242,243
3785,GCQD-3771,ECB_03537,orf,C6UHJ4,CHROMOSOME-1,3794106,3794471,,,,,,,,,ECB_03537,+,ECB_RS18690,,[3794105:3794471](+),ECB_03537,toxin,Derived by automated computational analysis using gene prediction method: Protein Homology.,3794105,3794471,1,365,365,366
3784,GCQD-3772,ECB_03538,orf,C6UHJ5,CHROMOSOME-1,3794468,3794956,,,,,,,,,ECB_03538,+,ECB_RS18695,,[3794467:3794956](+),ECB_03538,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3794467,3794956,1,488,488,489
3749,GCQD-3930,yigA,conserved protein,C6UIQ5,CHROMOSOME-1,3957420,3958127,,,,,,,,,ECB_03686,+,ECB_RS19510,,[3957419:3958127](+),ECB_03686,DUF484 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3957419,3958127,1,707,707,708
3751,GCQD-1303,thiK,thiamin kinase,,CHROMOSOME-1,1177829,1178653,ycfN,,,,UNCLASSIFIED,,,,ECB_01102,+,ECB_RS05845,thiK,[1177828:1178653](+),ECB_01102,thiamine kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1177828,1178653,1,824,824,825
3755,GCQD-3952,metE,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,C6UIS7,CHROMOSOME-1,3977480,3979741,metB12,,,,UNCLASSIFIED,,,,ECB_03708,+,ECB_RS19625,metE,[3977479:3979741](+),ECB_03708,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3977479,3979741,1,2261,2261,2262
3756,GCQD-3883,yifE,conserved protein,C6UI80,CHROMOSOME-1,3909886,3910224,,,,,,,,,ECB_03643,+,ECB_RS19280,maoP,[3909885:3910224](+),ECB_03643,macrodomain Ori organization protein MaoP,Derived by automated computational analysis using gene prediction method: Protein Homology.,3909885,3910224,1,338,338,339
3757,GCQD-3863,viaA,stimulator of RavA ATPase activity,C6UI66,CHROMOSOME-1,3889964,3888513,yieD,yieD_1,yieD_2,yieM,,,,,ECB_03629,-,ECB_RS19180,viaA,[3888512:3889964](-),ECB_03629,ATPase RavA stimulator ViaA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3889964,3888512,1,1451,1451,1452
3758,GCQD-534,phoR,PhoR,C6UBL3,CHROMOSOME-1,386312,387607,R1pho,phoR1,nmpB,,UNCLASSIFIED,,,,ECB_00348,+,ECB_RS01825,phoR,[386311:387607](+),ECB_00348,phosphate regulon sensor histidine kinase PhoR,Derived by automated computational analysis using gene prediction method: Protein Homology.,386311,387607,1,1295,1295,1296
3759,GCQD-4375,pyrI,"aspartate carbamoyltransferase, PyrI subunit",C6UL21,CHROMOSOME-1,4454724,4454263,,,,,UNCLASSIFIED,,,,ECB_04112,-,ECB_RS21875,pyrI,[4454262:4454724](-),ECB_04112,aspartate carbamoyltransferase regulatory subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,4454724,4454262,1,461,461,462
3760,GCQD-386,yafD,conserved protein,C6UAT4,CHROMOSOME-1,234046,234846,,,,,,,,,ECB_00202,+,ECB_RS01075,,[234045:234846](+),ECB_00202,endonuclease/exonuclease/phosphatase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,234045,234846,1,800,800,801
3761,GCQD-3835,cbrC,colicin E2 tolerance protein,C6UI39,CHROMOSOME-1,3858391,3858978,yieJ,,,,,,,,ECB_03601,+,ECB_RS19040,,[3858390:3858978](+),ECB_03601,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3858390,3858978,1,587,587,588
3762,GCQD-251,leuD,isopropylmalate isomerase,C6UM35,CHROMOSOME-1,82257,81652,,,,,UNCLASSIFIED,,,,ECB_00073,-,ECB_RS00380,leuD,[81651:82257](-),ECB_00073,3-isopropylmalate dehydratase small subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,82257,81651,1,605,605,606
3763,GCQD-2272,yohC,predicted inner membrane protein,C6UKW1,CHROMOSOME-1,2176869,2176282,,,,,UNCLASSIFIED,,,,ECB_02065,-,ECB_RS10880,,[2176281:2176869](-),ECB_02065,YIP1 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2176869,2176281,1,587,587,588
3764,GCQD-3822,yidD,inner membrane protein insertion factor,C6UI26,CHROMOSOME-1,3845177,3845434,,,,,,,,,ECB_03588,+,ECB_RS18975,yidD,[3845176:3845434](+),ECB_03588,membrane protein insertion efficiency factor YidD,Derived by automated computational analysis using gene prediction method: Protein Homology.,3845176,3845434,1,257,257,258
3766,GCQD-2913,kduD,predicted 2-deoxy-D-gluconate 3-dehydrogenase,C6UCW8,CHROMOSOME-1,2877879,2877118,yqeD,ygeC,,,UNCLASSIFIED,,,,ECB_02690,-,ECB_RS14225,kduD,[2877117:2877879](-),ECB_02690,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2877879,2877117,1,761,761,762
3767,GCQD-733,insL-2,IS186/IS421 transposase,,CHROMOSOME-1,590772,591884,yi81-2,,,,UNCLASSIFIED,,,,ECB_00548,+,ECB_RS02865,,[590771:591884](+),ECB_00548,IS4-like element IS421 family transposase,Derived by automated computational analysis using gene prediction method: Protein Homology.,590771,591884,1,1112,1112,1113
3768,GCQD-3813,yidX,predicted lipoprotein,C6UI17,CHROMOSOME-1,3835799,3836455,,,,,,,,,ECB_03579,+,ECB_RS18925,,[3835798:3836455](+),ECB_03579,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3835798,3836455,1,656,656,657
3770,GCQD-3341,accB,biotin carboxyl carrier protein,C6UF78,CHROMOSOME-1,3333327,3333797,fabE,,,,UNCLASSIFIED,,,,ECB_03113,+,ECB_RS16455,accB,[3333326:3333797](+),ECB_03113,acetyl-CoA carboxylase biotin carboxyl carrier protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3333326,3333797,1,470,470,471
3771,GCQD-2680,rpoE,"RNA polymerase, sigma 24 (sigma E) factor",C6UBI1,CHROMOSOME-1,2631505,2630930,sigE,,,,UNCLASSIFIED,,,,ECB_02467,-,ECB_RS13000,rpoE,[2630929:2631505](-),ECB_02467,RNA polymerase sigma factor RpoE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2631505,2630929,1,575,575,576
3772,GCQD-3805,yidQ,conserved outer membrane protein,C6UI09,CHROMOSOME-1,3828089,3828421,ecfI,,,,,,,,ECB_03571,+,ECB_RS18885,,[3828088:3828421](+),,YceK/YidQ family lipoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3828088,3828421,1,332,332,333
3773,GCQD-3802,yidE,predicted transporter,C6UI06,CHROMOSOME-1,3826634,3824973,yibE,,,,,,,,ECB_03568,-,ECB_RS18865,,[3824972:3826634](-),ECB_03568,putative transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3826634,3824972,1,1661,1661,1662
3774,GCQD-1087,infA,protein chain initiation factor IF-1,C6UEL9,CHROMOSOME-1,943501,943283,bypA1,,,,UNCLASSIFIED,,,,ECB_00888,-,ECB_RS04700,infA,[943282:943501](-),ECB_00888,translation initiation factor IF-1,Derived by automated computational analysis using gene prediction method: Protein Homology.,943501,943282,1,218,218,219
3775,GCQD-311,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase monomer,C6UM95,CHROMOSOME-1,152404,151610,,,,,UNCLASSIFIED,,,,ECB_00133,-,ECB_RS00695,panB,[151609:152404](-),ECB_00133,3-methyl-2-oxobutanoate hydroxymethyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,152404,151609,1,794,794,795
3776,GCQD-3781,yicN,conserved protein,C6UHY6,CHROMOSOME-1,3802334,3801882,,,,,,,,,ECB_03547,-,ECB_RS18745,,[3801881:3802334](-),ECB_03547,DUF1198 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3802334,3801881,1,452,452,453
3777,GCQD-3779,yicS,predicted protein,,CHROMOSOME-1,3800147,3800440,,,,,,,,,ECB_03545,+,ECB_RS18735,,[3800146:3800440](+),ECB_03545,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3800146,3800440,1,293,293,294
3778,GCQD-3743,recG,RecG DNA helicase,C6UHG8,CHROMOSOME-1,3763567,3765648,radC,spoV,,,UNCLASSIFIED,,,,ECB_03509,+,ECB_RS18570,recG,[3763566:3765648](+),ECB_03509,ATP-dependent DNA helicase RecG,Derived by automated computational analysis using gene prediction method: Protein Homology.,3763566,3765648,1,2081,2081,2082
3779,GCQD-3510,glpE,thiosulfate sulfurtransferase,C6UGF6,CHROMOSOME-1,3490424,3490098,,,,,UNCLASSIFIED,,,,ECB_03276,-,ECB_RS17325,glpE,[3490097:3490424](-),ECB_03276,thiosulfate sulfurtransferase GlpE,Derived by automated computational analysis using gene prediction method: Protein Homology.,3490424,3490097,1,326,326,327
3781,GCQD-3774,ECB_03540,orf,C6UHJ7,CHROMOSOME-1,3795250,3796095,,,,,,,,,ECB_03540,+,ECB_RS18705,,[3795249:3796095](+),ECB_03540,DUF4942 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3795249,3796095,1,845,845,846
3783,GCQD-1284,yceF,m<sup>7</sup>GTP pyrophosphatase,C6UFJ1,CHROMOSOME-1,1161164,1160580,,,,,UNCLASSIFIED,,,,ECB_01083,-,ECB_RS05750,,[1160579:1161164](-),ECB_01083,septum formation inhibitor Maf,Derived by automated computational analysis using gene prediction method: Protein Homology.,1161164,1160579,1,584,584,585
3828,GCQD-3687,yibH,putative membrane protein,C6UHB2,CHROMOSOME-1,3706072,3704936,,,,,,,,,ECB_03452,-,ECB_RS18285,,[3704935:3706072](-),ECB_03452,HlyD family secretion protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3706072,3704935,1,1136,1136,1137
3829,GCQD-3686,yibG,conserved protein,C6UHB1,CHROMOSOME-1,3702871,3703332,,,,,,,,,ECB_03451,+,ECB_RS18275,,[3702870:3703332](+),ECB_03451,sel1 repeat family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3702870,3703332,1,461,461,462
3831,GCQD-685,ninE,"DLP12 prophage, conserved protein similar to phage 82 and lambda proteins",C6UCD7,CHROMOSOME-1,544811,544981,,,,,UNCLASSIFIED,,,,ECB_00498,+,ECB_RS02600,,[544810:544981](+),ECB_00498,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,544810,544981,1,170,170,171
3866,GCQD-1023,ECB_00825,putative replication protein for prophage,C6UE21,CHROMOSOME-1,885892,888306,,,,,UNCLASSIFIED,,,,ECB_00825,+,ECB_RS04380,,[885891:888306](+),ECB_00825,replication endonuclease,Derived by automated computational analysis using gene prediction method: Protein Homology.,885891,888306,1,2414,2414,2415
3868,GCQD-3573,yhiKL,orf,C6UGL7,CHROMOSOME-1,3565147,3563540,,,,,,,,,ECB_03339,-,ECB_RS17655,,[3563539:3565147](-),ECB_03339,YhiJ/YhiL family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3565147,3563539,1,1607,1607,1608
3869,GCQD-3572,yhiJ,predicted protein,C6UGL6,CHROMOSOME-1,3563278,3561656,,,,,,,,,ECB_03338,-,ECB_RS17650,,[3561655:3563278](-),ECB_03338,DUF4049 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3563278,3561655,1,1622,1622,1623
3870,GCQD-1493,ycjT,predicted hydrolase,C6UGW4,CHROMOSOME-1,1376252,1378519,,,,,UNCLASSIFIED,,,,ECB_01293,+,ECB_RS06875,ycjT,[1376251:1378519](+),ECB_01293,kojibiose phosphorylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1376251,1378519,1,2267,2267,2268
3872,GCQD-3566,yhhH,predicted protein,C6UGL1,CHROMOSOME-1,3554087,3554470,,,,,,,,,ECB_03332,+,ECB_RS17620,yhhH,[3554086:3554470](+),ECB_03332,protein YhhH,Derived by automated computational analysis using gene prediction method: Protein Homology.,3554086,3554470,1,383,383,384
3873,GCQD-3555,dcrB,conserved protein involved in bacteriophage adsorption,C6UGK0,CHROMOSOME-1,3540643,3541200,yhhR,,,,,,,,ECB_03321,+,ECB_RS17565,dcrB,[3540642:3541200](+),ECB_03321,phage sensitivity protein DcrB,Derived by automated computational analysis using gene prediction method: Protein Homology.,3540642,3541200,1,557,557,558
3874,GCQD-4125,thiS,ThiS protein,C6UJM1,CHROMOSOME-1,4172448,4172248,thiG1,,,,UNCLASSIFIED,,,,ECB_03868,-,ECB_RS20550,thiS,[4172247:4172448](-),ECB_03868,sulfur carrier protein ThiS,Derived by automated computational analysis using gene prediction method: Protein Homology.,4172448,4172247,1,200,200,201
3875,GCQD-346,tsf,protein chain elongation factor EF-Ts,C6UMD0,CHROMOSOME-1,193699,194550,,,,,UNCLASSIFIED,,,,ECB_00168,+,ECB_RS00875,tsf,[193698:194550](+),ECB_00168,elongation factor Ts,Derived by automated computational analysis using gene prediction method: Protein Homology.,193698,194550,1,851,851,852
3876,GCQD-3554,yhhQ,conserved inner membrane protein,C6UGJ9,CHROMOSOME-1,3539905,3540570,,,,,,,,,ECB_03320,+,ECB_RS17560,,[3539904:3540570](+),ECB_03320,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,3539904,3540570,1,665,665,666
3877,GCQD-3550,yhhM,putative receptor,C6UGJ5,CHROMOSOME-1,3536298,3535939,,,,,,,,,ECB_03316,-,ECB_RS17540,,[3535938:3536298](-),ECB_03316,DUF2500 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3536298,3535938,1,359,359,360
3878,GCQD-1984,sdaA,L-serine deaminase I,C6UJC9,CHROMOSOME-1,1875511,1876875,,,,,UNCLASSIFIED,,,,ECB_01784,+,ECB_RS09420,,[1875510:1876875](+),ECB_01784,L-serine dehydratase 1,Derived by automated computational analysis using gene prediction method: Protein Homology.,1875510,1876875,1,1364,1364,1365
3879,GCQD-3875,yieP,predicted transcriptional regulator,C6UI78,CHROMOSOME-1,3903134,3902442,,,,,UNCLASSIFIED,,,,ECB_03641,-,ECB_RS19240,,[3902441:3903134](-),ECB_03641,FadR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3903134,3902441,1,692,692,693
3880,GCQD-3549,yhhL,conserved inner membrane protein,C6UGJ4,CHROMOSOME-1,3535667,3535936,,,,,,,,,ECB_03315,+,ECB_RS17535,,[3535666:3535936](+),ECB_03315,DUF1145 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3535666,3535936,1,269,269,270
